CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
4983543,8/10/15 11:25,,8/10/15 11:27,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"766 MONTEREY BLVD, SAN FRANCISCO, CA, 94127",7,Sunnyside,"(37.731678448368, -122.452661082263)",Voice In,
4983279,8/10/15 10:37,8/11/15 10:50,8/11/15 10:50,Closed,Case Completed - resolved: Request Letter Sent.   60% dead Monterey pine down the alley. will contact homeowner to remove. next to 2839,DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,"2839 PIERCE ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,"(37.795946158959, -122.439189877859)",Voice In,
4983206,8/10/15 10:21,8/21/15 12:00,8/21/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/21/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"64 BAKER ST, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.771617313366, -122.44016854029)",Voice In,
4982710,8/10/15 8:39,8/20/15 7:07,8/20/15 7:07,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of 3RD ST and KING ST,6,Mission Bay,"(37.7781256715196, -122.391840449142)",Integrated Agency,
4982618,8/10/15 8:17,8/12/15 12:20,8/12/15 12:20,Closed,Case Completed - resolved: pruning request already exists for trees,DPW Ops Queue,Tree Maintenance,Damaged Tree,Hanging limb,"2101 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,Mission,"(37.763366573186, -122.414626774482)",Web Self Service,
4982170,8/10/15 0:31,8/17/15 8:08,8/17/15 8:08,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,Intersection of 37TH AVE and PACHECO ST,4,Outer Sunset,"(37.7496619593178, -122.495500051139)",Voice In,
4981910,8/9/15 21:24,,8/9/15 21:25,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"170 OTIS ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.770843399688, -122.420663729244)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c81edcdf86263e9a760628/report.jpg
4981905,8/9/15 21:19,,8/9/15 21:20,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"850 BRANNAN ST, SAN FRANCISCO, CA, 94103",6,Showplace Square,"(37.772161313978, -122.404612631218)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c81d87df86263e9a7605ba/report.jpg
4981543,8/9/15 18:52,10/29/15 1:35,10/29/15 1:35,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1800 SAN JOSE AVE, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.728837773973, -122.440341264296)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c803cddf86263e9a7603a2/photo_20150809_185049.jpg
4981473,8/9/15 18:18,8/9/15 20:08,8/9/15 20:08,Closed,Case Completed - resolved: picked up,DPW Ops Queue,Tree Maintenance,Damaged Tree,Hanging limb,Intersection of MARKET ST and STEUART ST,3,Financial District,"(37.7944795961637, -122.39474771449)",Voice In,
4981418,8/9/15 17:53,9/14/15 6:49,9/14/15 6:49,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"930 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.803104945971, -122.413926622677)",Integrated Agency,
4980742,8/9/15 12:30,8/11/15 12:00,8/11/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/11/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Near communication line,"2801 JACKSON ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.791470929919, -122.441419402892)",Web Self Service,
4980645,8/9/15 11:35,8/25/15 1:57,8/25/15 1:57,Closed,Case Completed - resolved: SMK: inspected the entire block. All trees are in good condition. If the stakes were removed it was because the tree no longer needed the support.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 26TH AVE and LAWTON ST,4,Outer Sunset,"(37.7576365350238, -122.484234572604)",Voice In,
4980633,8/9/15 11:26,8/25/15 1:57,8/25/15 1:57,Closed,Case Completed - resolved: SMK: inspected the entire block. All trees are in good condition. If the stakes were removed it was because the tree no longer needed the support.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 26TH AVE and LAWTON ST,4,Outer Sunset,"(37.7576365350238, -122.484234572604)",Voice In,
4980120,8/9/15 2:08,8/12/15 7:49,8/12/15 7:49,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"2762 PINE ST, SAN FRANCISCO, CA, 94115",2,Lower Pacific Heights,"(37.78710485163, -122.441409844475)",Integrated Agency,
4978956,8/8/15 14:45,8/10/15 12:37,8/10/15 12:37,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  BUF Action:Prune. date completed - 8/10/2015. "".",DPW Ops Queue,Tree Maintenance,Damaged Tree,Other enter additional details below,"1074 PAGE ST, SAN FRANCISCO, CA, 94117",5,Buena Vista,"(37.772152748185, -122.43850070945)",Voice In,
4977310,8/7/15 17:07,8/10/15 9:48,8/10/15 9:48,Closed,Case Completed - resolved: request already made,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"494 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798068606901, -122.405395413141)",Web Self Service,
4977295,8/7/15 17:03,8/17/15 10:12,8/17/15 10:12,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:s.stacy. Walkthrough w/ Peachy for CBD inspection. Trees should start to be slowly elevated. Start to provide clearance at 5' ::  Closed By CMMS SO 481011.   BUF Action:Prune. date completed - 8/17/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"400 BROADWAY, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.798324343052, -122.404054240617)",Web Self Service,
4859714,6/27/15 10:11,,8/10/15 17:51,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"2212 SACRAMENTO ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.790478108631, -122.429812780638)",Voice In,
4990393,8/11/15 21:55,8/18/15 11:25,8/18/15 11:25,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"5235 DIAMOND HEIGHTS BLVD, SAN FRANCISCO, CA, 94131",8,Diamond Heights,"(37.744543453387, -122.438940032562)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55cad1d0df86263e9a76274a/report.jpg
4990170,8/11/15 19:37,8/25/15 2:16,8/25/15 2:16,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Sprinkler system issues,Intersection of 36TH AVE and QUINTARA ST,4,Outer Sunset,"(37.7478410269863, -122.494297065332)",Voice In,
4990080,8/11/15 18:55,8/14/15 8:38,8/14/15 8:38,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,About to fall,"45 SANCHEZ ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,"(37.768491723483, -122.430917121472)",Voice In,
4989720,8/11/15 16:52,8/25/15 12:00,8/25/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:record indicates privately maintained. tree has trunk damage, but no cavity, some thinning evident in crown. tree is below high voltage lines, and PG&E will maintain clearance. not imminent hazard. tree relinquished on August 17th. privately maintained.  Tree has grown with lean. one flag of sidewalk damage..   BUF Action:Inspect. date completed - 8/25/2015. "".",DPW Ops Queue,Tree Maintenance,Damaging Property,Property damage,"830 HAYES ST, SAN FRANCISCO, CA, 94117",5,Hayes Valley,"(37.776079676938, -122.430134719349)",Voice In,
4989675,8/11/15 16:40,8/13/15 8:27,8/13/15 8:27,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,About to fall,"485 CRESTMONT DR, SAN FRANCISCO, CA, 94131",7,Parnassus Heights,"(37.758694431645, -122.459737266527)",Voice In,
4989662,8/11/15 16:37,8/12/15 7:13,8/12/15 7:13,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,About to fall,"2989 JACKSON ST, SAN FRANCISCO, CA, 94115",2,Pacific Heights,"(37.791113592455, -122.444227234812)",Voice In,
4989649,8/11/15 16:35,8/13/15 8:07,8/13/15 8:07,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,About to fall,"355 CRESTMONT DR, SAN FRANCISCO, CA, 94131",7,Forest Knolls,"(37.757933669619, -122.460776123969)",Voice In,
4989588,8/11/15 16:13,8/19/15 3:17,8/19/15 3:17,Closed,Case Completed - resolved: this is a privately maintained tree and the property owner must apply to remove it or hire an arborist to inspect it,DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,"101 URBANO DR, SAN FRANCISCO, CA, 94127",7,Ingleside Terraces,"(37.725120478648, -122.464530134751)",Voice In,
4988827,8/11/15 15:21,8/13/15 12:42,8/13/15 12:42,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,"145 MANSELL ST, SAN FRANCISCO, CA, 94134",10,Portola,"(37.720856265812, -122.402802954933)",Voice In,
4988801,8/11/15 15:20,,8/11/15 15:22,Open,accepted,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of HYDE ST and PACIFIC AVE,3,Nob Hill,"(37.795463562881, -122.418293512176)",Voice In,
4988493,8/11/15 14:53,8/24/15 1:14,8/24/15 1:14,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Lawn mowing,Intersection of MANSELL ST and SAN BRUNO AVE,9,Portola,"(37.7215343139683, -122.401074024586)",Voice In,
4988462,8/11/15 14:47,,8/11/15 14:48,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"111 TRENTON ST, SAN FRANCISCO, CA, 94133",3,Chinatown,"(37.795987275261, -122.409189553745)",Voice In,
4987666,8/11/15 13:22,8/24/15 10:40,8/24/15 10:40,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"142 CHURCH ST, SAN FRANCISCO, CA, 94114",8,Duboce Triangle,"(37.768723166827, -122.429430394947)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55ca598adf86263e9a762078/report.jpg
4987599,8/11/15 13:07,,8/11/15 13:13,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,"4050 19TH AVE, SAN FRANCISCO, CA, 94132",11,Merced Heights,"(37.714959037173, -122.470267651265)",Voice In,
4987444,8/11/15 12:40,12/14/15 10:47,12/14/15 10:47,Closed,"Case Completed - resolved: need exact address. there are 8 ""second home from corner"" at most intersections. Cant see a tree that needs staking here.",DPW Ops Queue,Tree Maintenance,Landscaping,Restake tree,Intersection of 36TH AVE and CABRILLO ST,1,Outer Richmond,"(37.7738976654793, -122.496115201261)",Voice In,
4987392,8/11/15 12:29,8/31/15 10:04,8/31/15 10:04,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Landscaping,Weeding,Intersection of MINERVA ST and PLYMOUTH AVE,11,Oceanview,"(37.7157878559156, -122.456079652587)",Voice In,
4987072,8/11/15 11:18,1/26/16 9:42,1/26/16 9:42,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:prune for taller emergency vehicles and delivery trucks  ::  Closed By CMMS SO 482757.   BUF Action:Prune. date completed - 1/26/2016. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"364 MARIETTA DR, SAN FRANCISCO, CA, 94127",7,Miraloma Park,"(37.739213891925, -122.444292850927)",Voice In,
4987069,8/11/15 11:17,8/11/15 12:00,8/11/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:Letter created.   BUF Action:Inspect. date completed - 8/11/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"63 PEARL ST, SAN FRANCISCO, CA, 94103",8,Mint Hill,"(37.770362898562, -122.423807790892)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55ca3c4cdf86263e9a761d73/photo_20150811_111612.jpg
4986877,8/11/15 10:39,8/20/15 2:47,8/20/15 2:47,Closed,"Case Completed - resolved: Request Letter Sent.   trees here are responsibility of the homes up the hill along Crestmont Dr, this particular tree should be maintained by 95 Crestmont and a letter will be sent.",DPW Ops Queue,Tree Maintenance,Damaged Tree,Dead tree,"295 CHRISTOPHER DR, SAN FRANCISCO, CA, 94131",7,Forest Knolls,"(37.754564643713, -122.45812964631)",Voice In,
4986839,8/11/15 10:30,,8/11/15 10:31,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 24TH ST and UTAH ST,10,Potrero Hill,"(37.753063690319, -122.405331104173)",Voice In,
4986158,8/11/15 7:28,8/19/15 12:00,8/19/15 12:00,Closed,"Case Completed - resolved:  Request closed by SES .  Notes = ""  Notes:tree needs routine prune..   BUF Action:Inspect. date completed - 8/19/2015. "".",DPW Ops Queue,Tree Maintenance,Overgrown Tree,Near communication line,"915 MINNESOTA ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,"(37.758986829939, -122.390142143365)",Web Self Service,
4986089,8/11/15 6:52,8/17/15 6:26,8/17/15 6:26,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of LAFAYETTE ST and MINNA ST,6,South of Market,"(37.7731349972172, -122.417451057469)",Voice In,
4978428,8/8/15 10:40,8/11/15 4:27,8/11/15 4:27,Closed,Case Completed - resolved: no limbs or debris ifo 513 Potrero,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"513 POTRERO AVE, SAN FRANCISCO, CA, 94110",10,Potrero Hill,"(37.762629437266, -122.407041635142)",Open311,
4976743,8/7/15 14:32,8/11/15 1:49,8/11/15 1:49,Closed,Case Completed - resolved: Request Letter Sent.   Privately maintained sent 2 letters to owner to apply for removal.,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"3905 SACRAMENTO ST, SAN FRANCISCO, CA, 94118",2,Presidio Heights,"(37.786751444086, -122.457262562254)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c523c7df86263e9a75f28e/report.jpg
4993851,8/13/15 0:37,8/13/15 2:12,8/13/15 2:12,Closed,Case Completed - resolved: Completed,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,"884 DOUGLASS ST, SAN FRANCISCO, CA, 94114",8,Upper Market,"(37.749717702441, -122.43846926122)",Voice In,
4993736,8/12/15 22:00,8/20/15 2:57,8/20/15 2:57,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Blocking signs,Intersection of 16TH AVE and ORTEGA ST,7,Golden Gate Heights,"(37.7525196376474, -122.473133156373)",Voice In,
4993436,8/12/15 18:22,8/17/15 11:27,8/17/15 11:27,Closed,Case Completed - resolved: privately maintained tree. Root suckers can be pruned back. Minor sidewalk lifting will eventually need to be replaced. trees provide value to San Francisco into your property. There are certain maintenance needs to maintain trees that must be done occasionally.,DPW Ops Queue,Tree Maintenance,Damaging Property,Property damage,"770 32ND AVE, SAN FRANCISCO, CA, 94121",1,Outer Richmond,"(37.774661846908, -122.491705697495)",Web Self Service,
4993271,8/12/15 17:20,8/13/15 3:28,8/13/15 3:28,Closed,Case Completed - resolved: Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,Intersection of 12TH AVE and CALIFORNIA ST,1,Inner Richmond,"(37.7845243745352, -122.470981642942)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55cbe2cddf86263e9a763529/report.jpg
4992668,8/12/15 14:28,8/21/15 2:37,8/21/15 2:37,Closed,Case Completed - resolved: there have been Zero instances of trees causing fire in SF.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1751 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.771941237587, -122.42292433415)",Web Self Service,
4992334,8/12/15 13:17,8/14/15 10:11,8/14/15 10:11,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of HANCOCK ST and SANCHEZ ST,8,Dolores Heights,"(37.7603573575659, -122.430496920517)",Voice In,
4992270,8/12/15 13:02,,8/13/15 6:08,Open,accepted,DPW BSM Queue,Tree Maintenance,Landscaping,Weeding,Intersection of 1ST ST and FOLSOM ST,6,South of Market,"(37.7872982773192, -122.394481414513)",Voice In,
4992091,8/12/15 12:27,,8/12/15 12:30,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaging Property,Lifted sidewalk tree roots,Intersection of CAPITOL AVE and FARALLONES ST,11,Oceanview,"(37.7140553908419, -122.459035495535)",Voice In,
4991559,8/12/15 10:40,8/24/15 12:37,8/24/15 12:37,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Landscaping,Other,Intersection of 3RD ST and NEWCOMB AVE,10,Bayview,"(37.7355904112513, -122.390416208165)",Integrated Agency,
4991515,8/12/15 10:30,8/12/15 15:37,8/12/15 15:37,Closed,Case Completed - resolved: done,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"390 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",9,Apparel City,"(37.741260154245, -122.406803163312)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55cb82cadf86263e9a762d28/photo_20150812_102732.jpg
4991214,8/12/15 9:19,8/19/15 4:43,8/19/15 4:43,Closed,Case Completed - resolved: Request Letter Sent.   yes. privately maintained. sent second notice.,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"724 SAN BRUNO AVE, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.760371525929, -122.405212532185)",Voice In,
4991149,8/12/15 9:09,8/13/15 9:25,8/13/15 9:25,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of MCALLISTER ST and WEBSTER ST,5,Western Addition,"(37.7788509752001, -122.430047350554)",Integrated Agency,
4991071,8/12/15 8:53,8/25/15 1:07,8/25/15 1:07,Closed,Case Completed - resolved: trees were inspected for relinquishment and all necessary trimming will or would have been done before relinquishment,DPW Ops Queue,Tree Maintenance,Overgrown Tree,Pruning request,"1480 SUTTER ST, SAN FRANCISCO, CA, 94109",2,Cathedral Hill,"(37.787280867772, -122.424724728888)",Voice In,
4991007,8/12/15 8:38,9/14/15 7:48,9/14/15 7:48,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,"720 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",3,North Beach,"(37.801737625796, -122.411857034683)",Integrated Agency,
4990976,8/12/15 8:31,,8/12/15 8:32,Open,accepted,DPW Ops Queue,Tree Maintenance,Damaged Tree,Fallen tree,Intersection of COLUMBUS AVE and FILBERT ST,3,Russian Hill,"(37.8011251771994, -122.411376143787)",Voice In,
4990592,8/12/15 2:12,8/14/15 8:42,8/14/15 8:42,Closed,Case Completed - resolved:,DPW Ops Queue,Tree Maintenance,Tree Other,Other,Intersection of DIAMOND HEIGHTS BLVD and DUNCAN ST,8,Diamond Heights,"(37.7452960778326, -122.440088129544)",Integrated Agency,
4977572,8/7/15 18:39,9/15/15 2:49,9/15/15 2:49,Closed,Case Completed - resolved:,DPW BUF Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"10 SOUTH VAN NESS AVE, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.774267889395, -122.4195525701)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/55c55ddddf86263e9a75f563/photo_20150807_183905.jpg
4997027,8/13/15 22:30,8/26/15 1:59,8/26/15 1:59,Closed,"Case Completed - resolved: these trees are on BART property. Contact BART with any issues. The 3 netbooks trees are in decent condition. The metal bars around the trees are needed, otherwise the trees would suffer a lot of vandalism",DPW Ops Queue,Tree Maintenance,Damaged Tree,Damaged vandalism,"1979 MISSION ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765632324805, -122.419546959621)",Open311,
